24,8,58,4.0603
-24,-4,52,7.2133
45,11,28,6.7449
-39,5,37,5.4184
54,32,28,5.7972
-51,8,40,4.7997
3,20,52,4.8295
-3,23,49,4.8146
27,-73,58,9.5263
-24,-67,49,8.0133
39,-43,49,8.2369
45,-70,-11,12.0448
36,-85,7,10.1752
-36,-91,7,6.9563
36,-88,-2,9.0674
-48,-76,-5,8.944
12,-49,-29,4.6815
9,-76,-26,5.4993
-9,-73,-23,4.5505
-12,-79,49,4.2529
-24,-85,37,3.714
