42,14,-8,36.5583
34,20,-2,33.3934
36,20,-10,27.547
52,14,34,28.844
44,16,28,22.6367
42,6,52,22.0247
36,56,14,12.0324
38,42,30,11.0413
-50,12,32,36.5583
-44,28,16,36.5583
-44,10,24,36.5583
-2,26,40,36.5583
-6,20,46,36.5583
6,28,32,36.5583
16,0,14,36.5583
-16,-2,12,36.5583
-8,-20,6,36.5583
32,-64,50,36.5583
34,-50,40,10.5823
-26,-62,54,36.5583
-20,-70,52,36.5583
-34,-54,54,36.5583
-34,-88,8,17.3298
-28,-80,22,10.4834
38,-54,-20,36.5583
34,-68,-30,36.5583
42,-58,-32,36.5583
