0.248,0.108,0.193,0.451,   NA
0.367,0.069,0.147,0.417,   NA
0.304,0.063,0.243,0.391,   NA
0.256,0.056,0.308,0.380,   NA
0.502,0.077,0.059,0.362,   NA
0.281,0.066,0.247,0.407,   NA
0.274,0.174,0.091,0.461,   NA
0.211,0.096,0.316,0.376,   NA
0.297,0.054,0.279,0.369,   NA
