0.273,0.063,0.283,0.380,   NA
0.231,0.055,0.363,0.351,   NA
0.314,0.047,0.287,0.352,   NA
0.276,0.048,0.334,0.342,   NA
0.278,0.065,0.292,0.364,   NA
0.302,0.056,0.279,0.362,   NA
0.231,0.073,0.339,0.358,   NA
0.270,0.051,0.333,0.347,   NA
0.294,0.046,0.315,0.344,   NA
