0.283,0.102,0.154,0.461,   NA
0.361,0.085,0.110,0.444,   NA
0.340,0.077,0.156,0.427,   NA
0.230,0.078,0.283,0.409,   NA
0.358,0.074,0.158,0.410,   NA
0.400,0.057,0.170,0.373,   NA
0.349,0.070,0.177,0.404,   NA
0.371,0.059,0.196,0.373,   NA
0.252,0.113,0.198,0.436,   NA
0.274,0.068,0.277,0.380,   NA
