map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.158103	NA	NA
Hedges' <i>g</i>	0.153304	0.002395	3.132607
uncorrp	0.999134	NA	NA
uncorrp_neg	0.000866	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000066	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.001619	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	0.161654	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	80.575531	NA	-2.219672
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Mincic2010_children_I00005	0.145642	0.028900	NA
Mincic2010_children_I00006	0.158640	0.028962	NA
Mincic2010_children_I00007	-0.116393	0.028781	NA
Mincic2010_children_I00008	0.141333	0.028881	NA
Mincic2010_children_I00009	-0.113164	0.028770	NA
Mincic2010_children_I00010	0.150445	0.028922	NA
Mincic2010_children_I00011	0.137459	0.028864	NA
Mincic2010_children_I00012	0.147248	0.028908	NA
Mincic2010_children_I00013	0.154257	0.028940	NA
Mincic2010_children_I00014	0.162669	0.028982	NA
Mincic2010_children_I00015	0.145895	0.028901	NA
Mincic2010_children_I00016	-0.112459	0.028767	NA
Mincic2010_children_I00017	0.137958	0.028866	NA
Mincic2010_children_I00018	0.166349	0.029000	NA
Mincic2010_children_I00019	0.138292	0.028868	NA
Mincic2010_children_I00020	-0.117422	0.028785	NA
Mincic2010_children_I00021	0.148757	0.028914	NA
Mincic2010_children_I00022	-0.117645	0.028786	NA
Mincic2010_children_I00023	0.153884	0.028939	NA
Mincic2010_children_I00024	-0.105480	0.028744	NA
Mincic2010_children_I00025	-0.114401	0.028774	NA
Mincic2010_children_I00026	0.149477	0.028918	NA
Mincic2010_children_I00027	0.153700	0.028938	NA
Mincic2010_children_I00028	-0.115000	0.028776	NA
Mincic2010_children_I00029	-0.116748	0.028783	NA
Mincic2010_children_I00030	0.150183	0.028921	NA
Mincic2010_children_I00031	0.149787	0.028919	NA
Mincic2010_children_I00032	0.155394	0.028946	NA
Mincic2010_children_I00033	0.148206	0.028912	NA
Mincic2010_children_I00034	0.155675	0.028947	NA
Mincic2010_children_I00035	0.172321	0.029032	NA
Mincic2010_children_I00036	0.143068	0.028889	NA
Mincic2010_children_I00037	-0.103879	0.028739	NA
Mincic2010_children_I00038	0.139916	0.028875	NA
Mincic2010_children_I00039	-0.104467	0.028741	NA
Mincic2010_children_I00040	-0.106087	0.028746	NA
Mincic2010_children_I00041	0.150164	0.028921	NA
Mincic2010_children_I00042	-0.102361	0.028734	NA
Mincic2010_children_I00043	-0.111702	0.028765	NA
Mincic2010_children_I00044	0.153931	0.028939	NA
Mincic2010_children_I00045	0.135589	0.028856	NA
Mincic2010_children_I00046	0.163914	0.028988	NA
Mincic2010_children_I00047	-0.127667	0.028824	NA
Mincic2010_children_I00048	-0.126354	0.028819	NA
Mincic2010_children_I00049	0.136381	0.028860	NA
Posner2011_children_I00000	-0.132273	0.067380	NA
Posner2011_children_I00001	-0.237536	0.068967	NA
Posner2011_children_I00002	-0.226355	0.068755	NA
Posner2011_children_I00003	-0.249782	0.069210	NA
Posner2011_children_I00004	0.292486	0.070154	NA
Posner2011_children_I00005	0.174574	0.067909	NA
