map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.226557	NA	NA
Hedges' <i>g</i>	0.201586	0.002021	4.483633
uncorrp	0.999996	NA	NA
uncorrp_neg	0.000004	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000025	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.000620	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	0.062005	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	73.497559	NA	-2.827918
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Andrews-Hanna2011_children_I00000	0.216515	0.032051	NA
Andrews-Hanna2011_children_I00001	0.245043	0.032276	NA
Andrews-Hanna2011_children_I00002	-0.104623	0.031437	NA
Andrews-Hanna2011_children_I00003	0.210253	0.032006	NA
Andrews-Hanna2011_children_I00004	0.217249	0.032057	NA
Andrews-Hanna2011_children_I00005	0.211568	0.032015	NA
Andrews-Hanna2011_children_I00006	-0.090324	0.031389	NA
Andrews-Hanna2011_children_I00007	0.214348	0.032035	NA
Andrews-Hanna2011_children_I00008	0.224833	0.032114	NA
Andrews-Hanna2011_children_I00009	-0.117787	0.031487	NA
Andrews-Hanna2011_children_I00010	-0.100200	0.031422	NA
Andrews-Hanna2011_children_I00011	-0.091908	0.031394	NA
Andrews-Hanna2011_children_I00012	0.239543	0.032231	NA
Andrews-Hanna2011_children_I00013	0.228431	0.032142	NA
Andrews-Hanna2011_children_I00014	-0.133391	0.031554	NA
Andrews-Hanna2011_children_I00015	0.229054	0.032147	NA
Andrews-Hanna2011_children_I00016	-0.100091	0.031421	NA
Andrews-Hanna2011_children_I00017	0.211841	0.032017	NA
Andrews-Hanna2011_children_I00018	0.208184	0.031991	NA
Andrews-Hanna2011_children_I00019	0.216576	0.032052	NA
Andrews-Hanna2011_children_I00020	-0.139290	0.031582	NA
Andrews-Hanna2011_children_I00021	-0.119080	0.031492	NA
Andrews-Hanna2011_children_I00022	0.227397	0.032134	NA
Andrews-Hanna2011_children_I00023	-0.113583	0.031470	NA
Andrews-Hanna2011_children_I00024	-0.107160	0.031446	NA
Andrews-Hanna2011_children_I00025	0.210084	0.032004	NA
Andrews-Hanna2011_children_I00026	0.250567	0.032323	NA
Andrews-Hanna2011_children_I00027	-0.080232	0.031360	NA
Andrews-Hanna2011_children_I00028	-0.122381	0.031506	NA
Andrews-Hanna2011_children_I00029	-0.122362	0.031506	NA
Andrews-Hanna2011_children_I00030	-0.106153	0.031443	NA
Andrews-Hanna2011_children_I00031	-0.106562	0.031444	NA
Andrews-Hanna2011_children_I00032	0.225151	0.032116	NA
Andrews-Hanna2011_children_I00033	-0.126143	0.031522	NA
Andrews-Hanna2011_children_I00034	-0.123726	0.031512	NA
Andrews-Hanna2011_children_I00035	0.241383	0.032246	NA
Andrews-Hanna2011_children_I00036	-0.096104	0.031408	NA
Andrews-Hanna2011_children_I00037	0.219389	0.032073	NA
Andrews-Hanna2011_children_I00038	0.226584	0.032127	NA
Andrews-Hanna2011_children_I00039	0.220272	0.032079	NA
Andrews-Hanna2011_children_I00040	-0.118572	0.031490	NA
Andrews-Hanna2011_children_I00041	0.219819	0.032076	NA
Andrews-Hanna2011_children_I00042	0.233910	0.032185	NA
Andrews-Hanna2011_children_I00043	-0.108960	0.031453	NA
Andrews-Hanna2011_children_I00044	-0.134677	0.031560	NA
Andrews-Hanna2011_children_I00045	0.218806	0.032068	NA
Andrews-Hanna2011_children_I00046	-0.150488	0.031637	NA
Andrews-Hanna2011_children_I00047	0.235666	0.032199	NA
Andrews-Hanna2011_children_I00048	0.252208	0.032337	NA
Andrews-Hanna2011_children_I00049	0.209334	0.031999	NA
deKieviet2014_children_I00000	0.187548	0.021674	NA
deKieviet2014_children_I00001	-0.082917	0.021354	NA
deKieviet2014_children_I00002	-0.093896	0.021376	NA
deKieviet2014_children_I00003	-0.094407	0.021377	NA
deKieviet2014_children_I00004	-0.068215	0.021329	NA
deKieviet2014_children_I00005	-0.079166	0.021347	NA
deKieviet2014_children_I00006	0.197877	0.021719	NA
deKieviet2014_children_I00007	-0.085254	0.021359	NA
deKieviet2014_children_I00008	0.169753	0.021602	NA
deKieviet2014_children_I00009	-0.070331	0.021332	NA
deKieviet2014_children_I00010	0.202178	0.021738	NA
deKieviet2014_children_I00011	-0.084553	0.021357	NA
deKieviet2014_children_I00012	0.202975	0.021742	NA
deKieviet2014_children_I00013	-0.082130	0.021353	NA
deKieviet2014_children_I00014	0.196139	0.021711	NA
deKieviet2014_children_I00015	0.210967	0.021779	NA
deKieviet2014_children_I00016	0.192863	0.021697	NA
deKieviet2014_children_I00017	0.188020	0.021676	NA
deKieviet2014_children_I00018	0.207241	0.021762	NA
deKieviet2014_children_I00019	0.214451	0.021796	NA
deKieviet2014_children_I00020	-0.112150	0.021419	NA
deKieviet2014_children_I00021	-0.103635	0.021398	NA
deKieviet2014_children_I00022	0.202759	0.021741	NA
deKieviet2014_children_I00023	0.210836	0.021779	NA
deKieviet2014_children_I00024	-0.080821	0.021350	NA
deKieviet2014_children_I00025	0.197668	0.021718	NA
deKieviet2014_children_I00026	-0.097244	0.021383	NA
deKieviet2014_children_I00027	0.188696	0.021679	NA
deKieviet2014_children_I00028	0.193775	0.021701	NA
deKieviet2014_children_I00029	0.196743	0.021714	NA
deKieviet2014_children_I00030	0.193899	0.021701	NA
deKieviet2014_children_I00031	-0.082984	0.021354	NA
deKieviet2014_children_I00032	-0.075247	0.021341	NA
deKieviet2014_children_I00033	-0.083499	0.021355	NA
deKieviet2014_children_I00034	0.205798	0.021755	NA
deKieviet2014_children_I00035	0.178573	0.021637	NA
deKieviet2014_children_I00036	-0.115548	0.021427	NA
deKieviet2014_children_I00037	0.204735	0.021750	NA
deKieviet2014_children_I00038	0.211452	0.021782	NA
deKieviet2014_children_I00039	0.199951	0.021728	NA
deKieviet2014_children_I00040	0.191405	0.021690	NA
deKieviet2014_children_I00041	0.188210	0.021677	NA
deKieviet2014_children_I00042	0.221702	0.021832	NA
deKieviet2014_children_I00043	0.168335	0.021597	NA
deKieviet2014_children_I00044	0.197306	0.021716	NA
deKieviet2014_children_I00045	-0.079832	0.021349	NA
deKieviet2014_children_I00046	0.188160	0.021676	NA
deKieviet2014_children_I00047	0.202285	0.021739	NA
deKieviet2014_children_I00048	-0.091568	0.021371	NA
deKieviet2014_children_I00049	0.181888	0.021650	NA
Fan2014_children_I00000	0.183622	0.044310	NA
Fan2014_children_I00001	-0.141447	0.043972	NA
Fan2014_children_I00002	-0.129780	0.043894	NA
Fan2014_children_I00003	0.190197	0.044371	NA
Fan2014_children_I00004	-0.122055	0.043846	NA
Fan2014_children_I00005	0.197428	0.044440	NA
Fan2014_children_I00006	0.196113	0.044428	NA
Fan2014_children_I00007	0.181599	0.044292	NA
Fan2014_children_I00008	0.189105	0.044361	NA
Fan2014_children_I00009	-0.133138	0.043916	NA
Fan2014_children_I00010	0.205970	0.044525	NA
Fan2014_children_I00011	0.203823	0.044504	NA
Fan2014_children_I00012	-0.131089	0.043902	NA
Fan2014_children_I00013	0.196301	0.044429	NA
Fan2014_children_I00014	-0.143928	0.043990	NA
Fan2014_children_I00015	-0.133215	0.043916	NA
Fan2014_children_I00016	0.191625	0.044385	NA
Fan2014_children_I00017	-0.130227	0.043897	NA
Fan2014_children_I00018	0.183245	0.044307	NA
Fan2014_children_I00019	-0.131333	0.043904	NA
Fan2014_children_I00020	-0.132371	0.043911	NA
Fan2014_children_I00021	-0.112848	0.043793	NA
Fan2014_children_I00022	-0.139513	0.043959	NA
Fan2014_children_I00023	0.208662	0.044553	NA
Fan2014_children_I00024	0.201696	0.044482	NA
Fan2014_children_I00025	0.205118	0.044517	NA
Fan2014_children_I00026	-0.124034	0.043858	NA
Fan2014_children_I00027	0.208662	0.044553	NA
Fan2014_children_I00028	0.181080	0.044288	NA
Fan2014_children_I00029	-0.129276	0.043891	NA
Fan2014_children_I00030	0.201111	0.044477	NA
Fan2014_children_I00031	-0.128021	0.043883	NA
