map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.231624	NA	NA
Hedges' <i>g</i>	0.164684	0.002409	3.355077
uncorrp	0.999603	NA	NA
uncorrp_neg	0.000397	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.002770	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.066344	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	6.221622	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	83.994843	NA	-1.938907
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Mincic2010_children_I00043	0.166095	0.028999	NA
Mincic2010_children_I00044	-0.088301	0.028692	NA
Mincic2010_children_I00045	-0.086223	0.028687	NA
Mincic2010_children_I00046	0.186700	0.029112	NA
Mincic2010_children_I00047	-0.073290	0.028655	NA
Mincic2010_children_I00048	-0.081383	0.028674	NA
Mincic2010_children_I00049	0.159402	0.028965	NA
Posner2011_children_I00000	0.518394	0.077622	NA
Posner2011_children_I00001	-0.085990	0.066968	NA
Posner2011_children_I00002	0.501042	0.076900	NA
Posner2011_children_I00003	0.443917	0.074700	NA
Posner2011_children_I00004	0.406869	0.073415	NA
Posner2011_children_I00005	-0.070427	0.066869	NA
Posner2011_children_I00006	-0.104743	0.067114	NA
Posner2011_children_I00007	0.462047	0.075370	NA
Posner2011_children_I00008	0.439863	0.074554	NA
Posner2011_children_I00009	-0.119668	0.067250	NA
Posner2011_children_I00010	-0.029192	0.066701	NA
Posner2011_children_I00011	0.411626	0.073574	NA
Posner2011_children_I00012	0.025757	0.066694	NA
Posner2011_children_I00013	0.460599	0.075315	NA
Posner2011_children_I00014	0.436543	0.074435	NA
Posner2011_children_I00015	-0.027763	0.066698	NA
Posner2011_children_I00016	-0.092597	0.067016	NA
Posner2011_children_I00017	0.001998	0.066667	NA
Posner2011_children_I00018	-0.066215	0.066845	NA
Posner2011_children_I00019	0.394950	0.073025	NA
Posner2011_children_I00020	-0.059132	0.066809	NA
Posner2011_children_I00021	0.397569	0.073110	NA
Posner2011_children_I00022	-0.034430	0.066715	NA
Posner2011_children_I00023	-0.045180	0.066750	NA
Posner2011_children_I00024	0.413677	0.073643	NA
Posner2011_children_I00025	-0.063476	0.066831	NA
Posner2011_children_I00026	0.439793	0.074551	NA
Posner2011_children_I00027	0.478723	0.076009	NA
Posner2011_children_I00028	0.405047	0.073355	NA
Posner2011_children_I00029	-0.106141	0.067126	NA
Posner2011_children_I00030	-0.037316	0.066723	NA
Posner2011_children_I00031	-0.051394	0.066774	NA
Posner2011_children_I00032	-0.034604	0.066715	NA
Posner2011_children_I00033	-0.041481	0.066737	NA
Posner2011_children_I00034	-0.010450	0.066671	NA
Posner2011_children_I00035	-0.059629	0.066812	NA
Posner2011_children_I00036	-0.046183	0.066754	NA
Posner2011_children_I00037	-0.066146	0.066845	NA
Posner2011_children_I00038	-0.074150	0.066891	NA
Posner2011_children_I00039	-0.050062	0.066769	NA
Posner2011_children_I00040	-0.084670	0.066959	NA
Posner2011_children_I00041	0.428229	0.074142	NA
Posner2011_children_I00042	0.454411	0.075084	NA
Posner2011_children_I00043	0.438637	0.074510	NA
Posner2011_children_I00044	-0.030146	0.066704	NA
Posner2011_children_I00045	-0.102848	0.067098	NA
Posner2011_children_I00046	-0.082411	0.066944	NA
Posner2011_children_I00047	0.004947	0.066668	NA
Posner2011_children_I00048	-0.050780	0.066772	NA
Posner2011_children_I00049	0.439968	0.074558	NA
Rubia2006_children_I00000	0.224030	0.036708	NA
Rubia2006_children_I00001	-0.095592	0.035895	NA
Rubia2006_children_I00002	-0.077080	0.035832	NA
Rubia2006_children_I00003	0.268668	0.037143	NA
Rubia2006_children_I00004	0.283804	0.037309	NA
Rubia2006_children_I00005	0.276595	0.037229	NA
Rubia2006_children_I00006	-0.079810	0.035840	NA
Rubia2006_children_I00007	0.259122	0.037043	NA
Rubia2006_children_I00008	-0.101027	0.035916	NA
Rubia2006_children_I00009	0.247992	0.036932	NA
Rubia2006_children_I00010	0.289913	0.037378	NA
Rubia2006_children_I00011	-0.092645	0.035884	NA
Rubia2006_children_I00012	0.253721	0.036989	NA
Rubia2006_children_I00013	-0.089647	0.035873	NA
Rubia2006_children_I00014	0.254397	0.036995	NA
Rubia2006_children_I00015	0.259519	0.037048	NA
Rubia2006_children_I00016	-0.119036	0.035995	NA
Rubia2006_children_I00017	-0.039566	0.035745	NA
Rubia2006_children_I00018	-0.094860	0.035892	NA
Rubia2006_children_I00019	-0.087637	0.035866	NA
Rubia2006_children_I00020	0.285738	0.037331	NA
Rubia2006_children_I00021	-0.140041	0.036103	NA
Rubia2006_children_I00022	0.202078	0.036523	NA
Rubia2006_children_I00023	-0.113406	0.035969	NA
Rubia2006_children_I00024	-0.126415	0.036031	NA
Rubia2006_children_I00025	-0.153000	0.036178	NA
Rubia2006_children_I00026	-0.105966	0.035937	NA
Rubia2006_children_I00027	0.226064	0.036726	NA
Rubia2006_children_I00028	-0.092388	0.035883	NA
Rubia2006_children_I00029	-0.090302	0.035876	NA
Rubia2006_children_I00030	0.235402	0.036811	NA
Rubia2006_children_I00031	-0.076884	0.035831	NA
Rubia2006_children_I00032	0.256313	0.037015	NA
Rubia2006_children_I00033	0.227556	0.036739	NA
Rubia2006_children_I00034	-0.112417	0.035964	NA
Rubia2006_children_I00035	0.290629	0.037386	NA
Rubia2006_children_I00036	0.249569	0.036947	NA
Rubia2006_children_I00037	0.236440	0.036821	NA
Rubia2006_children_I00038	0.260587	0.037059	NA
Rubia2006_children_I00039	0.266358	0.037119	NA
Rubia2006_children_I00040	-0.126389	0.036031	NA
Rubia2006_children_I00041	0.263653	0.037090	NA
Rubia2006_children_I00042	-0.083283	0.035852	NA
Rubia2006_children_I00043	0.259275	0.037045	NA
Rubia2006_children_I00044	0.255691	0.037008	NA
Rubia2006_children_I00045	-0.088187	0.035868	NA
Rubia2006_children_I00046	0.270092	0.037158	NA
Rubia2006_children_I00047	0.244647	0.036899	NA
Rubia2006_children_I00048	-0.098880	0.035908	NA
Rubia2006_children_I00049	-0.044682	0.035754	NA
Sheridan2014_children_I00000	0.114206	0.030519	NA
Sheridan2014_children_I00001	0.115908	0.030525	NA
Sheridan2014_children_I00002	0.109158	0.030500	NA
Sheridan2014_children_I00003	0.110839	0.030506	NA
Sheridan2014_children_I00004	0.104759	0.030484	NA
Sheridan2014_children_I00005	0.121929	0.030549	NA
Sheridan2014_children_I00006	0.098263	0.030463	NA
Sheridan2014_children_I00007	0.325985	0.032059	NA
Sheridan2014_children_I00008	0.109344	0.030501	NA
Sheridan2014_children_I00009	0.109326	0.030501	NA
Sheridan2014_children_I00010	0.106278	0.030490	NA
Sheridan2014_children_I00011	0.332533	0.032130	NA
Sheridan2014_children_I00012	0.103675	0.030481	NA
Sheridan2014_children_I00013	0.104636	0.030484	NA
Sheridan2014_children_I00014	0.325706	0.032056	NA
Sheridan2014_children_I00015	0.109149	0.030500	NA
Sheridan2014_children_I00016	0.102153	0.030475	NA
Sheridan2014_children_I00017	0.313830	0.031930	NA
Sheridan2014_children_I00018	0.114395	0.030519	NA
Sheridan2014_children_I00019	0.325173	0.032050	NA
Sheridan2014_children_I00020	0.108785	0.030499	NA
Sheridan2014_children_I00021	0.110902	0.030506	NA
Sheridan2014_children_I00022	0.309199	0.031883	NA
Sheridan2014_children_I00023	0.316847	0.031962	NA
Sheridan2014_children_I00024	0.103271	0.030479	NA
Sheridan2014_children_I00025	0.098837	0.030464	NA
Sheridan2014_children_I00026	0.326879	0.032069	NA
Sheridan2014_children_I00027	0.104869	0.030485	NA
Sheridan2014_children_I00028	0.322239	0.032019	NA
Sheridan2014_children_I00029	0.114143	0.030518	NA
Sheridan2014_children_I00030	0.108821	0.030499	NA
Sheridan2014_children_I00031	0.104190	0.030482	NA
Sheridan2014_children_I00032	0.333837	0.032145	NA
Sheridan2014_children_I00033	0.110934	0.030506	NA
Sheridan2014_children_I00034	0.107300	0.030493	NA
Sheridan2014_children_I00035	0.117041	0.030529	NA
Sheridan2014_children_I00036	0.109666	0.030502	NA
Sheridan2014_children_I00037	0.109856	0.030502	NA
Sheridan2014_children_I00038	0.108724	0.030498	NA
Sheridan2014_children_I00039	0.113471	0.030516	NA
Sheridan2014_children_I00040	0.108947	0.030499	NA
Sheridan2014_children_I00041	0.307672	0.031867	NA
Sheridan2014_children_I00042	0.115560	0.030524	NA
Sheridan2014_children_I00043	0.113672	0.030517	NA
Sheridan2014_children_I00044	0.108002	0.030496	NA
Sheridan2014_children_I00045	0.119818	0.030540	NA
Sheridan2014_children_I00046	0.104180	0.030482	NA
Sheridan2014_children_I00047	0.320255	0.031998	NA
Sheridan2014_children_I00048	0.105574	0.030487	NA
Sheridan2014_children_I00049	0.108505	0.030498	NA
Tamm2002_children_I00000	-0.005177	0.071430	NA
Tamm2002_children_I00001	0.399478	0.078510	NA
Tamm2002_children_I00002	0.019368	0.071445	NA
Tamm2002_children_I00003	0.003865	0.071429	NA
Tamm2002_children_I00004	0.381488	0.077887	NA
Tamm2002_children_I00005	0.022506	0.071451	NA
Tamm2002_children_I00006	0.000323	0.071429	NA
Tamm2002_children_I00007	0.010044	0.071433	NA
Tamm2002_children_I00008	0.028618	0.071465	NA
Tamm2002_children_I00009	0.020499	0.071447	NA
Tamm2002_children_I00010	-0.017160	0.071442	NA
Tamm2002_children_I00011	0.391292	0.078223	NA
Tamm2002_children_I00012	0.004045	0.071429	NA
Tamm2002_children_I00013	0.393339	0.078294	NA
Tamm2002_children_I00014	0.402454	0.078616	NA
Tamm2002_children_I00015	-0.006531	0.071430	NA
Tamm2002_children_I00016	0.034215	0.071481	NA
Tamm2002_children_I00017	0.376164	0.077708	NA
Tamm2002_children_I00018	0.393555	0.078302	NA
Tamm2002_children_I00019	0.009675	0.071433	NA
Tamm2002_children_I00020	0.382366	0.077917	NA
Tamm2002_children_I00021	0.009311	0.071432	NA
Tamm2002_children_I00022	-0.008645	0.071432	NA
Tamm2002_children_I00023	0.003948	0.071429	NA
Tamm2002_children_I00024	0.385604	0.078027	NA
Tamm2002_children_I00025	0.018081	0.071443	NA
Tamm2002_children_I00026	-0.006549	0.071430	NA
Tamm2002_children_I00027	0.027692	0.071463	NA
Tamm2002_children_I00028	0.408839	0.078846	NA
Tamm2002_children_I00029	0.017943	0.071443	NA
Tamm2002_children_I00030	0.378427	0.077784	NA
Tamm2002_children_I00031	0.401415	0.078579	NA
Tamm2002_children_I00032	0.400963	0.078563	NA
Tamm2002_children_I00033	0.383766	0.077964	NA
Tamm2002_children_I00034	-0.000468	0.071429	NA
Tamm2002_children_I00035	0.007170	0.071431	NA
Tamm2002_children_I00036	0.016259	0.071440	NA
Tamm2002_children_I00037	0.398276	0.078468	NA
Tamm2002_children_I00038	0.000912	0.071429	NA
Tamm2002_children_I00039	0.021631	0.071449	NA
Tamm2002_children_I00040	0.370239	0.077512	NA
Tamm2002_children_I00041	0.026997	0.071461	NA
Tamm2002_children_I00042	0.374479	0.077652	NA
Tamm2002_children_I00043	0.006212	0.071430	NA
Tamm2002_children_I00044	-0.008019	0.071431	NA
Tamm2002_children_I00045	0.370766	0.077529	NA
Tamm2002_children_I00046	0.029085	0.071466	NA
Tamm2002_children_I00047	0.009820	0.071433	NA
Tamm2002_children_I00048	0.009402	0.071433	NA
Tamm2002_children_I00049	0.372102	0.077573	NA
vantEnt2009_children_I00000	0.261290	0.057792	NA
vantEnt2009_children_I00001	0.265028	0.057857	NA
vantEnt2009_children_I00002	-0.109549	0.055949	NA
vantEnt2009_children_I00003	-0.122188	0.056045	NA
vantEnt2009_children_I00004	0.242094	0.057476	NA
vantEnt2009_children_I00005	0.260666	0.057781	NA
vantEnt2009_children_I00006	0.244838	0.057519	NA
vantEnt2009_children_I00007	0.242268	0.057478	NA
vantEnt2009_children_I00008	0.261152	0.057790	NA
vantEnt2009_children_I00009	0.265835	0.057871	NA
vantEnt2009_children_I00010	0.265747	0.057869	NA
vantEnt2009_children_I00011	0.256215	0.057706	NA
