-50,20,10,11.0254
-54,2,34,6.0963
-2,-2,50,6.7107
-54,-42,-4,6.7885
-4,-8,10,6.685
-56,6,-2,7.2189
-24,-76,38,8.7263
44,30,-4,6.1434
28,-92,12,4.8104
-14,-60,62,8.1364
-34,-58,42,6.7107
66,10,14,5.3879
-32,-92,10,6.8146
-28,-4,54,8.1049
54,10,-6,8.8292
-2,28,42,6.9734
-48,10,-2,5.1622
-2,28,18,5.7099
2,6,46,7.2747
-30,-70,-14,5.1021
30,16,-6,4.8104
6,-14,8,5.2433
-16,-4,6,4.8484
2,24,48,7.416
2,24,22,4.9253
58,-32,-4,7.0272
36,-56,-14,4.8104
4,28,52,4.6605
-58,-46,36,6.2867
-4,4,52,4.5506
-58,-62,-10,6.0496
52,6,38,4.7537
18,16,0,4.2327
-22,-82,18,5.666
-32,-78,26,5.1421
42,-88,-8,4.2845
26,-86,8,4.6976
68,-44,22,4.8484
-50,-12,26,4.642
-10,6,8,4.4605
