-5,14,46,6.1394
-23,2,52,4.9516
-44,17,28,8.1707
-44,32,10,4.9241
-32,-55,46,8.2484
-8,-70,52,4.6796
-35,23,7,7.0576
-44,-67,-5,6.5873
-29,-82,1,6.1394
-17,-22,4,3.8061
-11,-1,19,3.6714
-11,-76,-11,4.3888
-8,-55,22,-4.5067
1,17,49,5.6969
28,2,46,5.5343
40,8,34,6.9548
43,23,28,6.6861
31,-46,43,7.8847
10,-67,49,5.0348
10,23,34,5.2457
40,14,4,5.8623
37,-64,-5,5.4905
31,-85,-2,4.441
10,-73,-17,3.6714
4,-52,28,-4.2722
