-27,-63,-30,3.4773
-6,-69,-27,4.3368
33,-57,-24,4.3368
-33,-54,-15,6.167
42,-60,-6,5.7987
-15,-69,6,7.8578
6,-84,9,8.2957
-33,-54,55,6.5328
33,-57,54,13.0952
-6,3,57,5.5576
3,9,54,5.5147
-6,18,36,5.6879
9,18,39,4.679
-39,15,3,4.1644
39,15,0,3.2123
-45,27,3,4.5324
45,15,6,3.9479
-54,9,36,6.384
48,6,30,11.7648
