-8,9,55,4.805145
-48,26,25,4.805145
-26,-70,36,4.556706
-33,-87,6,4.202079
39,-87,-3,4.153068
34,-64,-30,3.447233
44,15,-9,3.403912
-46,9,0,3.403912
28,-90,7,3.403912
54,8,39,3.163978
-4,-60,40,3.067792
-30,-63,42,6.862831
26,-57,40,4.202079
30,-81,15,4.088331
-3,-61,39,3.122576
36,-82,-3,3.054169
