map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.160398	NA	NA
Hedges' <i>g</i>	0.092662	0.001363	2.516911
uncorrp	0.993907	NA	NA
uncorrp_neg	0.006093	NA	NA
Adult_minus_Older_good_<i>&tau;</i><sup>2</sup>	0.009130	NA	NA
Adult_minus_Older_good_<i>H</i><sup>2</sup>	1.184332	NA	NA
Adult_minus_Older_good_<i>I</i><sup>2</sup>	14.186762	NA	NA
Adult_minus_Older_good_<i>Q</i><sup>2</sup>	99.450813	NA	-0.040968
Aarts2008_adults_I00028	0.123340	0.088247	NA
Aarts2008_adults_I00029	0.173084	0.089648	NA
Aarts2008_adults_I00030	0.217320	0.089877	NA
Aarts2008_adults_I00031	0.130422	0.088479	NA
Aarts2008_adults_I00032	0.264060	0.090479	NA
Aarts2008_adults_I00033	0.003924	0.088129	NA
Aarts2008_adults_I00034	0.196228	0.089036	NA
Aarts2008_adults_I00035	0.320165	0.091996	NA
Aarts2008_adults_I00036	0.133908	0.088934	NA
Aarts2008_adults_I00037	0.168678	0.089923	NA
Aarts2008_adults_I00038	0.072832	0.087784	NA
Aarts2008_adults_I00039	0.321748	0.092741	NA
Aarts2008_adults_I00040	0.187527	0.089897	NA
Aarts2008_adults_I00041	0.245082	0.090255	NA
Aarts2008_adults_I00042	0.364412	0.092615	NA
Aarts2008_adults_I00043	0.091084	0.088384	NA
Aarts2008_adults_I00044	0.080763	0.087910	NA
Aarts2008_adults_I00045	0.222184	0.090496	NA
Aarts2008_adults_I00046	0.262470	0.090658	NA
Aarts2008_adults_I00047	0.299553	0.091399	NA
Aarts2008_adults_I00048	0.058653	0.087657	NA
Aarts2008_adults_I00049	0.265689	0.091102	NA
Piai2013_adults_I00000	0.142520	0.045233	NA
Piai2013_adults_I00001	0.229724	0.045686	NA
Piai2013_adults_I00002	0.107639	0.044744	NA
Piai2013_adults_I00003	0.142953	0.045082	NA
Piai2013_adults_I00004	0.046541	0.044417	NA
Piai2013_adults_I00005	0.126811	0.045027	NA
Piai2013_adults_I00006	-0.006117	0.044317	NA
Piai2013_adults_I00007	0.263998	0.045701	NA
Piai2013_adults_I00008	0.246684	0.045847	NA
Piai2013_adults_I00009	0.145318	0.045079	NA
Piai2013_adults_I00010	0.167077	0.045182	NA
Piai2013_adults_I00011	0.200680	0.045470	NA
Piai2013_adults_I00012	0.274249	0.046092	NA
Piai2013_adults_I00013	0.235559	0.045542	NA
Piai2013_adults_I00014	0.175774	0.045310	NA
Piai2013_adults_I00015	0.231466	0.045690	NA
Piai2013_adults_I00016	0.240866	0.045808	NA
Piai2013_adults_I00017	0.182833	0.045407	NA
Piai2013_adults_I00018	0.116336	0.044970	NA
Piai2013_adults_I00019	0.062620	0.044560	NA
Piai2013_adults_I00020	0.192745	0.045274	NA
Piai2013_adults_I00021	0.130834	0.045013	NA
Piai2013_adults_I00022	0.154931	0.045316	NA
Piai2013_adults_I00023	0.204820	0.045370	NA
Piai2013_adults_I00024	0.234771	0.045716	NA
Piai2013_adults_I00025	0.081252	0.044770	NA
Piai2013_adults_I00026	0.223384	0.045648	NA
Piai2013_adults_I00027	0.213364	0.045715	NA
Piai2013_adults_I00028	0.142166	0.045172	NA
Piai2013_adults_I00029	0.156295	0.045218	NA
Piai2013_adults_I00030	0.205382	0.045430	NA
Piai2013_adults_I00031	0.107178	0.044836	NA
Piai2013_adults_I00032	0.228452	0.045572	NA
Piai2013_adults_I00033	0.141934	0.044980	NA
Piai2013_adults_I00034	0.200565	0.045291	NA
Piai2013_adults_I00035	0.180457	0.045349	NA
Piai2013_adults_I00036	0.157908	0.045163	NA
Piai2013_adults_I00037	0.161697	0.045225	NA
Piai2013_adults_I00038	0.251291	0.045861	NA
Piai2013_adults_I00039	0.150775	0.045101	NA
Piai2013_adults_I00040	0.130802	0.045051	NA
Piai2013_adults_I00041	0.147784	0.045203	NA
Piai2013_adults_I00042	0.112234	0.044861	NA
Piai2013_adults_I00043	0.132430	0.045078	NA
Piai2013_adults_I00044	0.242399	0.045717	NA
Piai2013_adults_I00045	0.256112	0.045605	NA
Piai2013_adults_I00046	0.039248	0.044560	NA
Piai2013_adults_I00047	0.267250	0.045907	NA
Piai2013_adults_I00048	0.118767	0.044917	NA
Piai2013_adults_I00049	0.183785	0.045175	NA
Ochsner2009_adults_I00000	0.036888	0.064786	NA
Ochsner2009_adults_I00001	0.351081	0.067924	NA
Ochsner2009_adults_I00002	0.074133	0.065111	NA
Ochsner2009_adults_I00003	0.056848	0.064888	NA
Ochsner2009_adults_I00004	0.146827	0.065774	NA
Ochsner2009_adults_I00005	0.150276	0.065759	NA
Ochsner2009_adults_I00006	0.031210	0.064390	NA
Ochsner2009_adults_I00007	0.006774	0.064399	NA
