map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.264127	NA	NA
Hedges' <i>g</i>	0.107534	0.001341	2.987301
uncorrp	0.997262	NA	NA
uncorrp_neg	0.002737	NA	NA
Adult_minus_Older_good_<i>&tau;</i><sup>2</sup>	0.009694	NA	NA
Adult_minus_Older_good_<i>H</i><sup>2</sup>	1.185638	NA	NA
Adult_minus_Older_good_<i>I</i><sup>2</sup>	11.532199	NA	NA
Adult_minus_Older_good_<i>Q</i><sup>2</sup>	86.216576	NA	-1.098039
Zhu2010_adults_I00000	0.278230	0.048611	NA
Zhu2010_adults_I00001	0.279291	0.048408	NA
Zhu2010_adults_I00002	0.272062	0.048500	NA
Zhu2010_adults_I00003	0.276291	0.048635	NA
Zhu2010_adults_I00004	0.283445	0.048593	NA
Zhu2010_adults_I00005	0.292675	0.048852	NA
Zhu2010_adults_I00006	0.182980	0.047415	NA
Zhu2010_adults_I00007	0.287654	0.048763	NA
Zhu2010_adults_I00008	0.278088	0.048772	NA
Zhu2010_adults_I00009	0.333719	0.049140	NA
Zhu2010_adults_I00010	0.266825	0.048377	NA
Zhu2010_adults_I00011	0.313746	0.049084	NA
Zhu2010_adults_I00012	0.236221	0.048098	NA
Zhu2010_adults_I00013	0.269626	0.048368	NA
Zhu2010_adults_I00014	0.233394	0.047905	NA
Zhu2010_adults_I00015	0.254067	0.048156	NA
Zhu2010_adults_I00016	0.226097	0.047871	NA
Zhu2010_adults_I00017	0.308246	0.049155	NA
Zhu2010_adults_I00018	0.273595	0.048544	NA
Zhu2010_adults_I00019	0.303001	0.048740	NA
Zhu2010_adults_I00020	0.297388	0.048858	NA
Zhu2010_adults_I00021	0.266030	0.048272	NA
Zhu2010_adults_I00022	0.309073	0.049029	NA
Zhu2010_adults_I00023	0.270774	0.048518	NA
Zhu2010_adults_I00024	0.321095	0.048941	NA
Zhu2010_adults_I00025	0.348589	0.049379	NA
Zhu2010_adults_I00026	0.358322	0.049515	NA
Zhu2010_adults_I00027	0.215850	0.047913	NA
Zhu2010_adults_I00028	0.257953	0.048473	NA
Zhu2010_adults_I00029	0.278449	0.048410	NA
Zhu2010_adults_I00030	0.329805	0.049239	NA
Zhu2010_adults_I00031	0.228701	0.047929	NA
Zhu2010_adults_I00032	0.305138	0.048944	NA
Zhu2010_adults_I00033	0.259137	0.048398	NA
Zhu2010_adults_I00034	0.330349	0.049206	NA
Zhu2010_adults_I00035	0.293998	0.048888	NA
Zhu2010_adults_I00036	0.305808	0.048970	NA
Zhu2010_adults_I00037	0.256879	0.048250	NA
Zhu2010_adults_I00038	0.307109	0.049099	NA
Zhu2010_adults_I00039	0.313614	0.049019	NA
Zhu2010_adults_I00040	0.270566	0.048367	NA
Zhu2010_adults_I00041	0.318740	0.048986	NA
Zhu2010_adults_I00042	0.225028	0.048133	NA
Zhu2010_adults_I00043	0.316796	0.049052	NA
Zhu2010_adults_I00044	0.283299	0.048617	NA
Zhu2010_adults_I00045	0.257167	0.048266	NA
Zhu2010_adults_I00046	0.202614	0.047620	NA
Zhu2010_adults_I00047	0.255972	0.048183	NA
Zhu2010_adults_I00048	0.284531	0.048494	NA
Zhu2010_adults_I00049	0.271887	0.048400	NA
Mitchell2010_adults_I00000	0.331921	0.038337	NA
Mitchell2010_adults_I00001	0.248307	0.037728	NA
Mitchell2010_adults_I00002	0.289523	0.038029	NA
Mitchell2010_adults_I00003	0.289983	0.037977	NA
Mitchell2010_adults_I00004	0.275480	0.037907	NA
Mitchell2010_adults_I00005	0.203595	0.037366	NA
Mitchell2010_adults_I00006	0.272916	0.037852	NA
Mitchell2010_adults_I00007	0.236882	0.037605	NA
Mitchell2010_adults_I00008	0.296753	0.038084	NA
Mitchell2010_adults_I00009	0.259362	0.037783	NA
Mitchell2010_adults_I00010	0.320970	0.038174	NA
