map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.168422	NA	NA
Hedges' <i>g</i>	0.100752	0.001364	2.733347
uncorrp	0.996147	NA	NA
uncorrp_neg	0.003853	NA	NA
Adult_minus_Older_good_<i>&tau;</i><sup>2</sup>	0.009198	NA	NA
Adult_minus_Older_good_<i>H</i><sup>2</sup>	1.185018	NA	NA
Adult_minus_Older_good_<i>I</i><sup>2</sup>	14.890664	NA	NA
Adult_minus_Older_good_<i>Q</i><sup>2</sup>	97.426125	NA	-0.166206
Zhu2010_adults_I00000	0.189520	0.047432	NA
Zhu2010_adults_I00001	0.254737	0.047667	NA
Zhu2010_adults_I00002	0.197116	0.047374	NA
Zhu2010_adults_I00003	0.243082	0.047692	NA
Zhu2010_adults_I00004	0.125405	0.046941	NA
Zhu2010_adults_I00005	0.184743	0.047394	NA
Zhu2010_adults_I00006	0.137575	0.047084	NA
Zhu2010_adults_I00007	0.255178	0.047692	NA
Zhu2010_adults_I00008	0.112335	0.046891	NA
Zhu2010_adults_I00009	0.183722	0.047434	NA
Zhu2010_adults_I00010	0.159262	0.047175	NA
Zhu2010_adults_I00011	0.208542	0.047339	NA
Zhu2010_adults_I00012	0.174060	0.047329	NA
Zhu2010_adults_I00013	0.207599	0.047445	NA
Zhu2010_adults_I00014	0.109704	0.046938	NA
Zhu2010_adults_I00015	0.184509	0.047298	NA
Zhu2010_adults_I00016	0.159704	0.047165	NA
Zhu2010_adults_I00017	0.120143	0.046961	NA
Zhu2010_adults_I00018	0.133233	0.047038	NA
Zhu2010_adults_I00019	0.177006	0.047149	NA
Zhu2010_adults_I00020	0.123518	0.046965	NA
Zhu2010_adults_I00021	0.131318	0.047044	NA
Zhu2010_adults_I00022	0.174618	0.047286	NA
Zhu2010_adults_I00023	0.151552	0.047147	NA
Zhu2010_adults_I00024	0.156198	0.047185	NA
Zhu2010_adults_I00025	0.199466	0.047428	NA
Zhu2010_adults_I00026	0.174612	0.047265	NA
Zhu2010_adults_I00027	0.168704	0.047195	NA
Zhu2010_adults_I00028	0.118120	0.046946	NA
Zhu2010_adults_I00029	0.175984	0.047295	NA
Zhu2010_adults_I00030	0.226497	0.047639	NA
Zhu2010_adults_I00031	0.110948	0.046952	NA
Zhu2010_adults_I00032	0.183263	0.047346	NA
Zhu2010_adults_I00033	0.082109	0.046739	NA
Zhu2010_adults_I00034	0.218712	0.047528	NA
Zhu2010_adults_I00035	0.218317	0.047563	NA
Zhu2010_adults_I00036	0.196247	0.047405	NA
Zhu2010_adults_I00037	0.161043	0.047274	NA
Zhu2010_adults_I00038	0.153136	0.047114	NA
Zhu2010_adults_I00039	0.234240	0.047678	NA
Zhu2010_adults_I00040	0.212440	0.047431	NA
Zhu2010_adults_I00041	0.199840	0.047367	NA
Zhu2010_adults_I00042	0.167718	0.047262	NA
Zhu2010_adults_I00043	0.219936	0.047509	NA
Zhu2010_adults_I00044	0.152348	0.047182	NA
Zhu2010_adults_I00045	0.159042	0.047219	NA
Zhu2010_adults_I00046	0.134195	0.047054	NA
Zhu2010_adults_I00047	0.178747	0.047281	NA
Zhu2010_adults_I00048	0.145909	0.047010	NA
Zhu2010_adults_I00049	0.245686	0.047683	NA
Mitchell2010_adults_I00000	0.198142	0.037240	NA
Mitchell2010_adults_I00001	0.189809	0.037060	NA
Mitchell2010_adults_I00002	0.193461	0.037097	NA
Mitchell2010_adults_I00003	0.210671	0.037239	NA
Mitchell2010_adults_I00004	0.113668	0.036696	NA
Mitchell2010_adults_I00005	0.156214	0.036940	NA
Mitchell2010_adults_I00006	0.230455	0.037325	NA
Mitchell2010_adults_I00007	0.086984	0.036575	NA
Mitchell2010_adults_I00008	0.214112	0.037179	NA
Mitchell2010_adults_I00009	0.162293	0.036921	NA
Mitchell2010_adults_I00010	0.156453	0.036851	NA
Mitchell2010_adults_I00011	0.232963	0.037291	NA
Mitchell2010_adults_I00012	0.127863	0.036822	NA
Mitchell2010_adults_I00013	0.237842	0.037289	NA
Mitchell2010_adults_I00014	0.213682	0.037231	NA
Mitchell2010_adults_I00015	0.241553	0.037286	NA
Mitchell2010_adults_I00016	0.199783	0.037173	NA
Mitchell2010_adults_I00017	0.152312	0.036896	NA
Mitchell2010_adults_I00018	0.236533	0.037266	NA
Mitchell2010_adults_I00019	0.172968	0.036995	NA
Mitchell2010_adults_I00020	0.216415	0.037263	NA
Mitchell2010_adults_I00021	0.150084	0.036911	NA
Mitchell2010_adults_I00022	0.252618	0.037407	NA
Mitchell2010_adults_I00023	0.165920	0.036955	NA
