map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.247084	NA	NA
Hedges' <i>g</i>	0.094890	0.001271	2.689499
uncorrp	0.995833	NA	NA
uncorrp_neg	0.004167	NA	NA
Adult_minus_Older_good_<i>&tau;</i><sup>2</sup>	0.007601	NA	NA
Adult_minus_Older_good_<i>H</i><sup>2</sup>	1.144969	NA	NA
Adult_minus_Older_good_<i>I</i><sup>2</sup>	9.604525	NA	NA
Adult_minus_Older_good_<i>Q</i><sup>2</sup>	81.449577	NA	-1.416458
Zhu2010_adults_I00000	0.214530	0.047703	NA
Zhu2010_adults_I00001	0.215979	0.047688	NA
Zhu2010_adults_I00002	0.269695	0.048214	NA
Zhu2010_adults_I00003	0.213611	0.047683	NA
Zhu2010_adults_I00004	0.221387	0.047832	NA
Zhu2010_adults_I00005	0.205975	0.047693	NA
Zhu2010_adults_I00006	0.171007	0.047320	NA
Zhu2010_adults_I00007	0.223676	0.047722	NA
Zhu2010_adults_I00008	0.237535	0.047867	NA
Zhu2010_adults_I00009	0.226537	0.047743	NA
Zhu2010_adults_I00010	0.251038	0.048057	NA
Zhu2010_adults_I00011	0.255226	0.048048	NA
Zhu2010_adults_I00012	0.147411	0.047060	NA
Zhu2010_adults_I00013	0.242493	0.047951	NA
Zhu2010_adults_I00014	0.178895	0.047528	NA
Zhu2010_adults_I00015	0.143919	0.047214	NA
Zhu2010_adults_I00016	0.162582	0.047299	NA
Zhu2010_adults_I00017	0.280602	0.048226	NA
Zhu2010_adults_I00018	0.266430	0.048349	NA
Zhu2010_adults_I00019	0.268045	0.048130	NA
Zhu2010_adults_I00020	0.219368	0.047664	NA
Zhu2010_adults_I00021	0.217635	0.047720	NA
Zhu2010_adults_I00022	0.299091	0.048423	NA
Zhu2010_adults_I00023	0.236068	0.047977	NA
Zhu2010_adults_I00024	0.260663	0.048125	NA
Zhu2010_adults_I00025	0.231817	0.047869	NA
Zhu2010_adults_I00026	0.266211	0.048110	NA
Zhu2010_adults_I00027	0.250202	0.047976	NA
Zhu2010_adults_I00028	0.223280	0.047776	NA
Zhu2010_adults_I00029	0.254362	0.048002	NA
Zhu2010_adults_I00030	0.271903	0.048123	NA
Zhu2010_adults_I00031	0.184813	0.047486	NA
Zhu2010_adults_I00032	0.260314	0.048153	NA
Zhu2010_adults_I00033	0.199549	0.047584	NA
Zhu2010_adults_I00034	0.293225	0.048302	NA
Zhu2010_adults_I00035	0.231406	0.047825	NA
Zhu2010_adults_I00036	0.201572	0.047692	NA
Zhu2010_adults_I00037	0.280922	0.048186	NA
Zhu2010_adults_I00038	0.275247	0.048161	NA
Zhu2010_adults_I00039	0.279287	0.048218	NA
Zhu2010_adults_I00040	0.309276	0.048411	NA
Zhu2010_adults_I00041	0.268720	0.048126	NA
Zhu2010_adults_I00042	0.248455	0.048007	NA
Zhu2010_adults_I00043	0.285527	0.048188	NA
Zhu2010_adults_I00044	0.214108	0.047690	NA
Zhu2010_adults_I00045	0.173106	0.047372	NA
Zhu2010_adults_I00046	0.158013	0.047344	NA
Zhu2010_adults_I00047	0.242935	0.047853	NA
Zhu2010_adults_I00048	0.193143	0.047551	NA
Zhu2010_adults_I00049	0.271876	0.048251	NA
Mitchell2010_adults_I00000	0.314380	0.038114	NA
Mitchell2010_adults_I00001	0.272887	0.037825	NA
Mitchell2010_adults_I00002	0.251749	0.037676	NA
Mitchell2010_adults_I00003	0.298375	0.037970	NA
Mitchell2010_adults_I00004	0.242129	0.037642	NA
Mitchell2010_adults_I00005	0.242839	0.037550	NA
Mitchell2010_adults_I00006	0.322718	0.038171	NA
Mitchell2010_adults_I00007	0.244809	0.037649	NA
Mitchell2010_adults_I00008	0.262672	0.037803	NA
Mitchell2010_adults_I00009	0.240210	0.037624	NA
Mitchell2010_adults_I00010	0.233448	0.037525	NA
Mitchell2010_adults_I00011	0.253904	0.037694	NA
Mitchell2010_adults_I00012	0.201835	0.037270	NA
Mitchell2010_adults_I00013	0.296223	0.037924	NA
Mitchell2010_adults_I00014	0.283527	0.037870	NA
Mitchell2010_adults_I00015	0.265575	0.037841	NA
Mitchell2010_adults_I00016	0.208658	0.037371	NA
Mitchell2010_adults_I00017	0.218695	0.037452	NA
Mitchell2010_adults_I00018	0.300031	0.038036	NA
Mitchell2010_adults_I00019	0.291357	0.037976	NA
Mitchell2010_adults_I00020	0.241114	0.037572	NA
Mitchell2010_adults_I00021	0.236571	0.037596	NA
Mitchell2010_adults_I00022	0.328540	0.038274	NA
Mitchell2010_adults_I00023	0.268166	0.037768	NA
Mitchell2010_adults_I00024	0.169136	0.037004	NA
Mitchell2010_adults_I00025	0.228341	0.037421	NA
Mitchell2010_adults_I00026	0.212982	0.037383	NA
Mitchell2010_adults_I00027	0.220116	0.037464	NA
Mitchell2010_adults_I00028	0.270201	0.037840	NA
Mitchell2010_adults_I00029	0.255846	0.037678	NA
Mitchell2010_adults_I00030	0.226584	0.037426	NA
Mitchell2010_adults_I00031	0.274830	0.037909	NA
Mitchell2010_adults_I00032	0.200311	0.037272	NA
Mitchell2010_adults_I00033	0.237177	0.037549	NA
Mitchell2010_adults_I00034	0.185347	0.037195	NA
Mitchell2010_adults_I00035	0.214646	0.037362	NA
Mitchell2010_adults_I00036	0.301206	0.038067	NA
Mitchell2010_adults_I00037	0.241394	0.037531	NA
Mitchell2010_adults_I00038	0.201841	0.037319	NA
Mitchell2010_adults_I00039	0.305673	0.038038	NA
Mitchell2010_adults_I00040	0.179893	0.037192	NA
Mitchell2010_adults_I00041	0.227207	0.037486	NA
Mitchell2010_adults_I00042	0.258230	0.037767	NA
Mitchell2010_adults_I00043	0.247552	0.037612	NA
Mitchell2010_adults_I00044	0.304087	0.037961	NA
Mitchell2010_adults_I00045	0.287881	0.037951	NA
Mitchell2010_adults_I00046	0.303499	0.038071	NA
Mitchell2010_adults_I00047	0.231366	0.037501	NA
Mitchell2010_adults_I00048	0.246524	0.037634	NA
Mitchell2010_adults_I00049	0.246643	0.037525	NA
Terry2012_adults_I00000	0.258044	0.053082	NA
Terry2012_adults_I00001	0.272249	0.053311	NA
Terry2012_adults_I00002	0.189465	0.052511	NA
Terry2012_adults_I00003	0.342310	0.054272	NA
Terry2012_adults_I00004	0.307954	0.054016	NA
Terry2012_adults_I00005	0.273656	0.053464	NA
Terry2012_adults_I00006	0.289117	0.053566	NA
Terry2012_adults_I00007	0.243223	0.052970	NA
Terry2012_adults_I00008	0.315969	0.053998	NA
Terry2012_adults_I00009	0.290953	0.053775	NA
Terry2012_adults_I00010	0.181180	0.052216	NA
Terry2012_adults_I00011	0.337841	0.054292	NA
Terry2012_adults_I00012	0.312474	0.053849	NA
Terry2012_adults_I00013	0.317482	0.053886	NA
Terry2012_adults_I00014	0.298162	0.053809	NA
Terry2012_adults_I00015	0.213848	0.052704	NA
Terry2012_adults_I00016	0.223661	0.053042	NA
Terry2012_adults_I00017	0.259277	0.053398	NA
Terry2012_adults_I00018	0.202450	0.052347	NA
Terry2012_adults_I00019	0.317983	0.053999	NA
Terry2012_adults_I00020	0.256520	0.053409	NA
Terry2012_adults_I00021	0.269711	0.053378	NA
